episode_id,model_step,raw_step,transition_block,mse,n_contacts,original_event,block_speed,state_delta,pusher_block_distance_raw,pusher_block_distance,event_original,event_block_velocity_onset,event_large_state_change,event_proximity_threshold
0,3,15,2,0.0588069111108779,0.0,False,0.0,81.58342613369136,131.5903052733181,0.25701231498694943,False,False,False,False
0,4,20,3,0.1372128129005432,0.0,False,0.9226196195639488,79.3234610890385,104.74186812779892,0.20457396118710727,False,True,False,False
0,5,25,4,0.2339023202657699,0.0,False,5.0215758388042895,75.72352712336377,107.02407090718982,0.20903138849060512,False,False,False,False
0,6,30,5,0.2548456490039825,0.0,False,0.5140546996675617,77.99361097007927,130.62195026068693,0.25512099660290416,False,False,False,False
0,7,35,6,0.0393406338989734,0.0,False,0.559195986840628,203.93527334715904,138.1956593397441,0.2699133971479377,False,False,False,False
0,8,40,7,0.0950198993086814,0.0,False,0.0,89.24401283892327,135.58738723511397,0.26481911569358196,False,False,False,False
0,9,45,8,0.044648990035057,0.0,False,0.0,121.54147745061786,109.31865924412426,0.2135130063361802,False,False,False,False
0,10,50,9,0.0688605830073356,0.0,False,2.704011655933677,37.15179957167041,98.72025576415224,0.19281299953935985,False,False,False,False
0,11,55,10,0.1211775541305542,0.0,False,6.7427713765294595,62.02541720299734,95.92821785851756,0.1873598005049171,False,False,False,False
0,12,60,11,0.0345121286809444,0.0,False,2.03530210872218,98.82308431843751,117.40095142603231,0.22929873325396935,False,False,False,False
0,13,65,12,0.5023959279060364,0.0,False,0.058254397693511005,270.91095288798925,144.88941894688497,0.2829871463806347,False,False,True,False
0,14,70,13,0.2952152192592621,0.0,False,0.0,251.8990479138936,89.08382388650773,0.1739918435283354,False,False,True,False
0,15,75,14,0.4809652864933014,1.0,True,23.192986512128353,109.27505581753466,53.82245909550437,0.10512199042090697,True,False,False,False
0,16,80,15,0.151319533586502,1.0,True,10.695762192308882,260.63052513952,89.35942378089202,0.17453012457205472,True,False,True,False
0,17,85,16,0.3284120857715606,0.0,False,0.0,227.44561338280727,149.13413978469788,0.29127761676698805,False,False,True,False
0,18,90,17,0.1827377080917358,0.0,False,0.0,172.7844827182973,145.71933419901734,0.28460807460745574,False,False,False,False
0,19,95,18,0.1253388971090316,0.0,False,15.018647713253408,60.887483587190566,134.72982043305913,0.2631441805333186,False,False,False,False
0,20,100,19,0.6377933621406555,0.0,False,38.461998820710896,58.40067946745887,134.7977878331217,0.2632769293615658,False,False,False,False
0,21,105,20,0.5521054267883301,0.0,False,25.98896437576398,56.26816440838786,134.77797585862078,0.2632382340988687,False,False,False,False
1,3,15,2,0.0200671683996915,0.0,False,0.0,75.67280878678689,91.3328057111206,0.17838438615453242,False,False,False,False
1,4,20,3,0.033859983086586,1.0,True,0.0,78.05192020208938,51.79739592343819,0.10116678891296521,True,False,False,False
1,5,25,4,0.0501097850501537,1.0,True,0.0,70.86830598171831,64.49142569884658,0.12595981581805973,True,False,False,False
1,6,30,5,0.0408652536571025,1.0,True,0.0,97.53977811180286,93.25219245914487,0.18213318839676731,True,False,False,False
1,7,35,6,0.0137722855433821,0.0,False,0.0,121.29891308835961,85.32287124132546,0.16664623289321379,False,False,False,False
1,8,40,7,0.0521929152309894,0.0,False,24.699095685228603,65.88448684511252,77.55218829697102,0.15146911776752153,False,True,False,False
1,9,45,8,0.1490502804517746,0.0,False,50.75441719469187,75.1097395847242,77.66247569310933,0.15168452283810416,False,False,False,False
1,10,50,9,0.1806638687849044,0.0,False,42.6597991775619,76.58922320591654,77.34243310815103,0.15105943966435748,False,False,False,False
1,11,55,10,0.1814039498567581,0.0,False,30.722730572074653,54.804901362922145,76.77648420915934,0.14995407072101433,False,False,False,False
1,12,60,11,0.0819054767489433,0.0,False,18.21954077903457,28.924714817770266,76.83790051534938,0.15007402444404175,False,False,False,False
1,13,65,12,0.0074104834347963,0.0,False,7.076881659699182,25.82024260640566,76.9422422283854,0.15027781685231523,False,False,False,False
1,14,70,13,0.0650275722146034,0.0,False,2.3740699862361754,210.02629106869972,106.28886122916255,0.2075954320882081,False,False,False,False
1,15,75,14,0.0353165231645107,0.0,False,0.0,210.69170587697502,124.09245587847761,0.24236807788765158,False,False,False,False
1,16,80,15,0.0772411748766899,0.0,False,0.0,41.61698778173006,112.52916545064896,0.21978352627079875,False,False,False,False
1,17,85,16,0.0140706850215792,0.0,False,0.04105230235567528,18.208253161291612,113.53356528314227,0.22174524469363724,False,False,False,False
1,18,90,17,0.0437456518411636,0.0,False,0.2177066941257569,20.68064771117731,114.38082277285179,0.22340004447822615,False,False,False,False
1,19,95,18,0.0292340423911809,0.0,False,0.03920352334819425,20.430381270650255,115.71056828056574,0.22599720367297996,False,False,False,False
1,20,100,19,0.0526595301926136,0.0,False,0.0029542607666496372,189.45459997875173,132.92216628115574,0.2596136060178823,False,False,False,False
1,21,105,20,0.1491581350564956,0.0,False,0.0,177.57317574144787,134.5144077222077,0.2627234525824369,False,False,False,False
1,22,110,21,0.080274187028408,0.0,False,0.0,209.17768013550298,116.0905076046044,0.22673927266524296,False,False,False,False
1,23,115,22,0.0897866562008857,1.0,True,0.0,218.1051433400127,64.64672246427877,0.12626312981304447,True,False,False,False
1,24,120,23,0.2790276706218719,1.0,True,0.0,95.30875240707071,23.223140407757672,0.0453576961089017,True,False,False,True
1,25,125,24,0.21625916659832,1.0,True,20.045599286916648,43.63229450729532,14.86425567906787,0.029031749373179434,True,False,False,False
1,26,130,25,0.7161139845848083,1.0,True,37.13929607284399,54.971740421095504,14.79581788387128,0.028898081804436093,True,False,False,False
2,3,15,2,0.114662081003189,1.0,True,0.0,110.15355499438047,84.34813966107095,0.1647424602755292,True,False,False,False
2,4,20,3,0.1188696026802063,1.0,True,0.0,173.1393300921602,55.736941662409045,0.10886121418439267,True,False,False,False
2,5,25,4,0.0625429823994636,1.0,True,0.0,111.19875245176533,64.61576806997827,0.12620267201167631,True,False,False,False
2,6,30,5,0.0657816231250763,1.0,True,15.317678629178989,126.43144055708947,51.087961857992575,0.09978117550389175,True,True,False,False
2,7,35,6,0.0824920013546943,1.0,True,38.61075371539978,75.59098993962692,25.201622284437505,0.049221918524292,True,False,False,True
2,8,40,7,0.0778709128499031,1.0,True,20.231507394896056,53.11478714387718,40.21848512936954,0.07855172876829988,True,False,False,False
2,9,45,8,0.0630296841263771,1.0,True,20.807186366318284,63.4263364136838,49.62431937316865,0.09692249877572003,True,False,False,False
2,10,50,9,0.036816943436861,1.0,True,17.781378980893273,40.577531395918854,48.825256358948415,0.09536182882607112,True,False,False,False
2,11,55,10,0.0179430115967988,1.0,True,17.206310374242015,64.16469380405461,33.94619131208615,0.06630115490641826,True,False,False,False
2,12,60,11,0.0267855580896139,1.0,True,3.4392487435700887,121.75020318936414,53.517970054655976,0.10452728526299995,True,False,False,False
2,13,65,12,0.0397326573729515,1.0,True,0.44971108719511604,76.47803691192952,74.21406587576872,0.1449493474136108,True,False,False,False
2,14,70,13,0.0133241489529609,1.0,True,9.368211922453229,73.77911964365008,75.40075606606631,0.14726710169153576,True,False,False,False
2,15,75,14,0.0882999524474144,0.0,False,32.00244220149514,46.29449273434076,80.13254529251888,0.15650887752445095,False,False,False,False
2,16,80,15,0.1179671660065651,0.0,False,23.11648112259986,43.55522909052733,73.22889348114396,0.1430251825803593,False,False,False,False
2,17,85,16,0.0503003858029842,1.0,True,3.414627148120515,73.57219228314129,58.3935147236999,0.11404983344472637,True,False,False,False
2,18,90,17,0.2182387113571167,1.0,True,22.79558983064301,62.29978103953049,72.16032174631229,0.1409381284107662,True,False,False,False
2,19,95,18,0.056558895856142,1.0,True,14.31674764874694,33.807657007315754,67.784516388896,0.1323916335720625,True,False,False,False
2,20,100,19,0.1300169080495834,1.0,True,16.762344311479243,39.682069554459325,68.03630184829407,0.13288340204744936,True,False,False,False
2,21,105,20,0.2101331204175949,1.0,True,12.505294258777106,26.15653054156405,72.2841708904179,0.14118002127034746,True,False,False,False
2,22,110,21,0.2232235074043274,1.0,True,8.332272262226718,42.63742376227529,84.10668252872323,0.16427086431391255,True,False,False,False
2,23,115,22,0.4368654191493988,1.0,True,0.0,242.56289820022477,114.69836771875332,0.22402024945069007,True,False,True,False
2,24,120,23,0.2379270792007446,1.0,True,0.0,201.07998842381878,73.53280622607296,0.14361876216029876,True,False,False,False
2,25,125,24,0.1863700896501541,1.0,True,0.0,152.43669362906442,33.89628376165389,0.06620367922198026,True,False,False,False
2,26,130,25,0.3115838766098022,1.0,True,11.781467461241075,54.35220645701172,15.687443716639974,0.03063953850906245,True,False,False,False
2,27,135,26,0.0787038430571556,1.0,True,13.197301142510549,43.33922067669829,15.794253070199844,0.03084815052773407,True,False,False,False
2,28,140,27,0.2243194580078125,1.0,True,0.5521200054662642,159.93553055133472,58.74226168083891,0.11473097984538849,True,False,False,False
2,29,145,28,0.1021806225180625,1.0,True,0.0,146.87164042500467,100.48331189800062,0.19625646855078246,True,False,False,False
2,30,150,29,0.013278242200613,0.0,False,0.0,126.50412326295961,102.70689849165782,0.2005994111165192,False,False,False,False
2,31,155,30,0.0139959035441279,0.0,False,0.0,25.156003102554173,89.50751406605642,0.17481936341026644,False,False,False,False
3,3,15,2,0.0408307313919067,0.0,False,0.0,111.51268227310202,123.29980605080677,0.24081993369298196,False,False,False,False
3,4,20,3,0.0471051633358001,0.0,False,0.0,83.08813584515599,85.6351417878771,0.16725613630444747,False,False,False,False
3,5,25,4,0.0221069753170013,1.0,True,0.3270035565242843,92.17552365116994,54.87688994346527,0.10718142567083061,True,True,False,False
3,6,30,5,0.231547549366951,1.0,True,23.467883263018805,93.0584253870557,53.54954454159324,0.1045889541827993,True,False,False,False
3,7,35,6,0.1355655342340469,1.0,True,23.918890399307777,87.50971114839183,58.62028793177506,0.11449274986674816,True,False,False,False
3,8,40,7,0.0707445070147514,1.0,True,18.978982234136613,48.82304285075816,48.14706642120132,0.09403723910390883,True,False,False,False
3,9,45,8,0.1606025099754333,1.0,True,0.17500650021814704,170.19196074819803,116.73460650921004,0.22799727833830086,True,False,False,False
3,10,50,9,0.0555975027382373,0.0,False,0.0,206.6695742753417,135.75099595891143,0.2651386639822489,False,False,False,False
3,11,55,10,0.0964375510811805,0.0,False,0.0,117.80562354660314,131.0086056826657,0.2558761829739564,False,False,False,False
3,12,60,11,0.0917573571205139,0.0,False,0.0,77.2866825699641,124.08359697861076,0.24235077534884913,False,False,False,False
3,13,65,12,0.0350486971437931,0.0,False,0.5176454977055301,59.103315993535766,121.41360007947372,0.23713593765522212,False,False,False,False
3,14,70,13,0.1455257683992386,0.0,False,1.1522742189831363,42.27526207372352,122.97462489096974,0.24018481424017527,False,False,False,False
3,15,75,14,0.1374920606613159,0.0,False,1.1912402616821878,51.80634698685065,122.95152729301701,0.24013970174417384,False,False,False,False
3,16,80,15,0.0531479604542255,0.0,False,0.01916217782596722,59.32251387068708,153.59543478652995,0.2999910835674413,False,False,False,False
3,17,85,16,0.0107268178835511,0.0,False,0.0,102.40878572974424,158.03207270823108,0.30865639200826384,False,False,False,False
3,18,90,17,0.1747923642396927,0.0,False,12.186261902418144,57.81921300576255,134.5867312965808,0.2628647095636344,False,False,False,False
3,19,95,18,0.3809608221054077,0.0,False,32.76387427618909,49.994634095269944,134.94527904292838,0.2635649981307195,False,False,False,False
3,20,100,19,0.4803933203220367,0.0,False,36.492679091158294,55.102475669277766,134.88071452000904,0.26343889554689265,False,False,False,False
3,21,105,20,0.1968016177415847,0.0,False,13.783156359472802,162.2082624425196,141.30357150708332,0.2759835380997721,False,False,False,False
3,22,110,21,0.2565584778785705,0.0,False,0.0,213.87270424629207,113.80536506297051,0.22227610363861428,False,False,False,False
3,23,115,22,0.232998177409172,0.0,False,0.0,111.41980614248918,71.11706220531649,0.13890051211975876,False,False,False,False
3,24,120,23,0.1101728677749633,1.0,True,7.134924648289532,87.67529689640328,61.943361693565194,0.12098312830774452,True,False,False,False
4,3,15,2,0.132799431681633,0.0,False,0.0,177.2721811032973,110.3170763735284,0.21546303979204764,False,False,False,False
4,4,20,3,0.0234227310866117,0.0,False,0.0,299.6271615797999,132.63014293096816,0.2590432479120472,False,False,True,False
4,5,25,4,0.1457422375679016,0.0,False,0.0,131.52359791037145,119.16785580237524,0.23274971836401415,False,False,False,False
4,6,30,5,0.0270004626363515,0.0,False,0.0,120.71121278491123,124.948544990469,0.24404012693450977,False,False,False,False
4,7,35,6,0.1265333890914917,0.0,False,0.7169738682240933,93.37200971648278,116.09462181644552,0.22674730823524517,False,True,False,False
4,8,40,7,0.4604769647121429,0.0,False,3.396134816592329,102.14866183063641,109.36262659830271,0.21359888007480998,False,False,False,False
4,9,45,8,0.1078652739524841,0.0,False,2.5495847189295375,109.07082595330256,102.01457572161506,0.19924721820627941,False,False,False,False
4,10,50,9,0.1615554839372635,1.0,True,15.021426101709674,51.217199710132604,60.26733645073501,0.11770964150534181,True,False,False,False
4,11,55,10,0.1180792152881622,1.0,True,39.92516097223631,106.21662344708093,53.805198302561166,0.10508827793468978,True,False,False,False
4,12,60,11,0.1767465323209762,1.0,True,4.109042085281663,157.28354922929972,116.00577182017537,0.22657377308628002,True,False,False,False
4,13,65,12,0.3502711057662964,0.0,False,6.9780504900165585,273.3862708746081,135.17865954045106,0.2640208194149435,False,False,True,False
4,14,70,13,0.4913171231746673,0.0,False,4.532628982661086,228.26442201724433,109.95484486893073,0.21475555638463034,False,False,True,False
4,15,75,14,0.1798238307237625,0.0,False,0.0,145.387142654872,95.09793070689695,0.1857381459119081,False,False,False,False
4,16,80,15,0.0565958619117736,0.0,False,0.0,198.79245707434384,91.48371224750203,0.1786791254834024,False,False,False,False
4,17,85,16,0.0182894580066204,0.0,False,0.0,55.14564242672173,104.09344274155727,0.20330750535460404,False,False,False,False
4,18,90,17,0.0241268780082464,0.0,False,0.0,83.6493707610043,100.88530836924419,0.19704161790868005,False,False,False,False
4,19,95,18,0.0135746439918875,0.0,False,0.0,202.68998467209585,122.80017135490627,0.2398440846775513,False,False,False,False
4,20,100,19,0.0102569563314318,0.0,False,0.0,317.4183766812858,125.98913674436591,0.24607253270383966,False,False,True,False
4,21,105,20,0.0085397204384207,0.0,False,0.0,112.39225430058097,116.6209155221493,0.22777522562919786,False,False,False,False
4,22,110,21,0.0139780016615986,0.0,False,0.0,102.81838667036419,121.06173918067928,0.23644870933726422,False,False,False,False
4,23,115,22,0.0049396590329706,0.0,False,0.0,69.30072268172435,113.42332949720164,0.22152994042422194,False,False,False,False
4,24,120,23,0.0102565269917249,0.0,False,0.0,131.72724959022761,112.1629457479646,0.21906825341399336,False,False,False,False
4,25,125,24,0.006056394893676,0.0,False,0.0,95.21256492343929,120.61438690356047,0.23557497442101655,False,False,False,False
4,26,130,25,0.0067533552646636,0.0,False,0.0,70.43459319986762,138.8143728435677,0.27112182196009316,False,False,False,False
4,27,135,26,0.0109060918912291,0.0,False,0.0,233.44942975103694,110.65278639190436,0.2161187234216882,False,False,True,False
4,28,140,27,0.0328179858624935,0.0,False,0.0,377.89881375183967,166.818358896622,0.3258171072199648,False,False,True,False
4,29,145,28,0.0130101358518004,0.0,False,0.0,125.01364755465153,209.5946987856617,0.4093646460657455,False,False,False,False
4,30,150,29,0.0087715499103069,0.0,False,0.0,72.37123097464776,205.9744105543058,0.4022937706138785,False,False,False,False
4,31,155,30,0.0057039191015064,0.0,False,0.0,102.72052628943119,209.4466075959715,0.40907540546088184,False,False,False,False
5,3,15,2,0.0314226113259792,0.0,False,0.0,123.50944230589892,131.38733109740505,0.25661588104961924,False,False,False,False
5,4,20,3,0.0222892705351114,0.0,False,0.0,70.77721455787226,131.06535354141192,0.25598701863557016,False,False,False,False
5,5,25,4,0.0161650888621807,0.0,False,0.0,49.46198141244741,135.07010237140716,0.2638087936941546,False,False,False,False
5,6,30,5,0.0144151793792843,0.0,False,0.0,39.124385590608455,138.90227946589968,0.2712935145818353,False,False,False,False
5,7,35,6,0.0373745895922184,0.0,False,14.589979189636027,37.54765945034853,134.72236098047782,0.26312961128999574,False,True,False,False
5,8,40,7,0.0687350779771804,0.0,False,21.364889040589606,57.4901104233111,134.8312291743904,0.2633422444812312,False,False,False,False
5,9,45,8,0.2634070813655853,0.0,False,34.003770688362984,53.42288209652003,134.90269891791,0.26348183382404294,False,False,False,False
5,10,50,9,0.0316575430333614,0.0,False,8.755955689247473,172.51336921265136,152.1473751054437,0.2971628420028197,False,False,False,False
5,11,55,10,0.0886179581284523,0.0,False,0.0,169.38783898134068,135.52264374517742,0.26469266356479965,False,False,False,False
5,12,60,11,0.0299721788614988,0.0,False,0.010180402885032495,86.38914798812557,115.21376482427283,0.22502688442240787,False,False,False,False
5,13,65,12,0.0351861119270324,0.0,False,0.12720570014621482,22.401815803255015,113.03398591481458,0.22076950373987222,False,False,False,False
5,14,70,13,0.0779980942606926,0.0,False,0.8030889544765941,32.01130795231671,107.96428134206559,0.21086773699622186,False,False,False,False
5,15,75,14,0.0161303076893091,0.0,False,0.8860832881614694,14.630946181356762,105.35764060745487,0.2057766418114353,False,False,False,False
5,16,80,15,0.0352381207048893,0.0,False,0.9232077023649004,23.169513648521107,111.54660976748563,0.21786447220212038,False,False,False,False
5,17,85,16,0.0939976945519447,0.0,False,0.23651142735626884,32.58201097059064,125.59518880281287,0.2453031031304939,False,False,False,False
5,18,90,17,0.070297785103321,0.0,False,0.8451116881567401,29.605661210831723,139.5042494307355,0.2724692371694053,False,False,False,False
5,19,95,18,0.0480352342128753,0.0,False,0.0,68.51450433493237,149.1711964710406,0.29134999310750115,False,False,False,False
5,20,100,19,0.0109715787693858,0.0,False,0.0,28.41697076624736,142.8013753477679,0.2789089362261092,False,False,False,False
5,21,105,20,0.0623954832553863,0.0,False,2.791042799747278,30.39124895737253,134.91726925313998,0.263510291510039,False,False,False,False
5,22,110,21,0.2266640663146972,0.0,False,18.13601745497012,34.21024210620215,134.9611295701165,0.2635959561916338,False,False,False,False
6,3,15,2,0.0434223376214504,0.0,False,0.021660258204338007,255.10947704918087,179.79237588081287,0.35115698414221264,False,True,True,False
6,4,20,3,0.0284065604209899,0.0,False,0.0009180986535704764,97.82846988625445,121.65782287573951,0.23761293530417874,False,False,False,False
6,5,25,4,0.0219936426728963,1.0,True,6.103515625e-05,156.19812160970713,75.94085003899842,0.1483219727324188,True,False,False,False
6,6,30,5,0.2393839508295059,1.0,True,22.881791403133153,152.10376034099784,22.238991326858432,0.043435529935270376,True,False,False,True
6,7,35,6,0.1408878117799759,1.0,True,34.73286429705476,88.8514968983801,40.452498183550844,0.07900878551474774,True,False,False,False
6,8,40,7,0.099203310906887,1.0,True,19.25154377278839,92.7212830298901,62.31795063869456,0.12171474734120032,True,False,False,False
6,9,45,8,0.0607156045734882,1.0,True,12.428034389704846,70.62789870728685,75.8946265161093,0.14823169241427597,True,False,False,False
6,10,50,9,0.081047773361206,1.0,True,0.0,215.2107969908521,88.52850457283667,0.17290723549382161,True,False,False,False
6,11,55,10,0.1165050491690635,1.0,True,0.0,224.8807912053833,72.90579067761885,0.14239412241722432,True,False,False,False
6,12,60,11,0.1045945882797241,1.0,True,6.950592663893386,202.22744926109718,49.17904082709239,0.09605281411541483,True,False,False,False
6,13,65,12,0.2079517394304275,1.0,True,42.83267376884636,119.27418220497367,21.076054546644773,0.04116416903641557,True,False,False,False
6,14,70,13,0.0462162233889102,1.0,True,5.873243229298951,138.20403285365853,34.92266059143613,0.06820832146764869,True,False,False,False
6,15,75,14,0.011672475375235,1.0,True,0.0,55.6364109889781,63.11932368878786,0.12327992907966379,True,False,False,False
6,16,80,15,0.0535902827978134,1.0,True,0.0,111.81218784905016,109.75312145931031,0.21436156535021544,True,False,False,False
6,17,85,16,0.0144565952941775,0.0,False,0.0,87.12177706463784,129.69400032268555,0.2533085943802452,False,False,False,False
6,18,90,17,0.0280386824160814,0.0,False,0.0,61.68489483129833,162.24326408948028,0.31688137517476617,False,False,False,False
6,19,95,18,0.0136225260794162,0.0,False,0.0,68.64455540349083,189.30495231214098,0.36973623498465036,False,False,False,False
6,20,100,19,0.0101246098056435,0.0,False,0.0,52.33135353231668,211.51101640656282,0.413107453919068,False,False,False,False
6,21,105,20,0.0044143577106297,0.0,False,0.0,48.54340832832339,225.27611017176181,0.4399924026792223,False,False,False,False
6,22,110,21,0.0066751074045896,0.0,False,0.0,97.54114999850529,228.4443610812408,0.44618039273679844,False,False,False,False
6,23,115,22,0.0294772833585739,0.0,False,0.0,209.0029382353395,307.64359390178697,0.6008663943394277,False,False,False,False
6,24,120,23,0.0147390961647033,0.0,False,0.0,143.39186181949606,336.7461685019324,0.6577073603553367,False,False,False,False
6,25,125,24,0.0117317214608192,0.0,False,0.0,176.3258638380172,340.45258022446234,0.664946445750903,False,False,False,False
6,26,130,25,0.0128354085609316,0.0,False,0.0,252.2894393885441,294.3748517756169,0.5749508823742517,False,False,True,False
6,27,135,26,0.0124180568382143,0.0,False,0.0,96.03352841571113,245.09961384447104,0.4787101832899825,False,False,False,False
6,28,140,27,0.0041496902704238,0.0,False,0.0,74.42888998639532,211.93533172154625,0.413936194768645,False,False,False,False
6,29,145,28,0.0029129444155842,0.0,False,0.0,25.93638706170868,210.31154600607093,0.4107647382931073,False,False,False,False
6,30,150,29,0.0169461201876401,0.0,False,0.0,132.6377752754707,180.85907826610494,0.3532403872384862,False,False,False,False
6,31,155,30,0.0733824297785759,0.0,False,0.0,180.62518260178584,119.67314358301813,0.2337366085605823,False,False,False,False
6,32,160,31,0.0639429315924644,0.0,False,0.0,135.9527056651804,102.93463772214807,0.20104421430107045,False,False,False,False
6,33,165,32,0.0203254614025354,0.0,False,0.0,71.91061669229745,116.23037713690273,0.22701245534551315,False,False,False,False
7,3,15,2,0.0494279451668262,0.0,False,0.0,143.83602717016524,178.48048972830819,0.3485947065006019,False,False,False,False
7,4,20,3,0.0445840954780578,0.0,False,0.0,108.41015192859122,170.1534179943661,0.3323308945202463,False,False,False,False
7,5,25,4,0.0279926713556051,0.0,False,0.0,120.11731201850523,158.9098513637255,0.31037080344477636,False,False,False,False
7,6,30,5,0.0353058017790317,0.0,False,0.0,106.81916661374022,136.74128116813188,0.2670728147815076,False,False,False,False
7,7,35,6,0.0795777142047882,0.0,False,0.2062576371326888,132.68985176993237,107.19234684866896,0.20936005243880657,False,True,False,False
7,8,40,7,0.0740464702248573,0.0,False,3.46251858610392,50.68703431654249,102.50756136155202,0.2002100807842813,False,False,False,False
7,9,45,8,0.1078169867396354,0.0,False,3.87305829911656,61.90709697857618,104.60934672454202,0.20431513032137114,False,False,False,False
7,10,50,9,0.1224073097109794,0.0,False,3.7732098968103958,58.62105453180248,100.92736533581152,0.19712376042150687,False,False,False,False
